,W,H,C_IN,KERNEL_SIZE,C_OUT (filters count),STRIDE,PAD,,Layer name
,7,7,128,1,128,2,0,,Test 659
,7,7,128,1,128,2,1,,Test 660
,7,7,128,1,256,1,0,,Test 661
,7,7,128,1,256,1,1,,Test 662
,7,7,128,1,256,2,0,,Test 663
,7,7,128,1,256,2,1,,Test 664
,7,7,128,1,512,1,0,,Test 665
,7,7,128,1,512,1,1,,Test 666
,7,7,128,1,512,2,0,,Test 667
,7,7,128,1,512,2,1,,Test 668
,7,7,128,1,1024,1,0,,Test 669
,7,7,128,1,1024,1,1,,Test 670
,7,7,128,1,1024,2,0,,Test 671
,7,7,128,1,1024,2,1,,Test 672
,7,7,128,3,8,1,0,,Test 673
,7,7,128,3,8,1,1,,Test 674
,7,7,128,3,8,2,0,,Test 675
,7,7,128,3,8,2,1,,Test 676
,7,7,128,3,16,1,0,,Test 677
,7,7,128,3,16,1,1,,Test 678
,7,7,128,3,16,2,0,,Test 679
,7,7,128,3,16,2,1,,Test 680
,7,7,128,3,32,1,0,,Test 681
,7,7,128,3,32,1,1,,Test 682
,7,7,128,3,32,2,0,,Test 683
,7,7,128,3,32,2,1,,Test 684
,7,7,128,3,64,1,0,,Test 685
,7,7,128,3,64,1,1,,Test 686
,7,7,128,3,64,2,0,,Test 687
,7,7,128,3,64,2,1,,Test 688
,7,7,128,3,128,1,0,,Test 689
,7,7,128,3,128,1,1,,Test 690
,7,7,128,3,128,2,0,,Test 691
,7,7,128,3,128,2,1,,Test 692
,7,7,128,3,256,1,0,,Test 693
,7,7,128,3,256,1,1,,Test 694
,7,7,128,3,256,2,0,,Test 695
,7,7,128,3,256,2,1,,Test 696
,7,7,128,3,512,1,0,,Test 697
,7,7,128,3,512,1,1,,Test 698
,7,7,128,3,512,2,0,,Test 699
,7,7,128,3,512,2,1,,Test 700
,7,7,128,3,1024,1,0,,Test 701
,7,7,128,3,1024,1,1,,Test 702
,7,7,128,3,1024,2,0,,Test 703
,7,7,128,3,1024,2,1,,Test 704
,7,7,128,5,8,1,0,,Test 705
,7,7,128,5,8,1,1,,Test 706
,7,7,128,5,8,2,0,,Test 707
,7,7,128,5,8,2,1,,Test 708
,7,7,128,5,16,1,0,,Test 709
,7,7,128,5,16,1,1,,Test 710
,7,7,128,5,16,2,0,,Test 711
,7,7,128,5,16,2,1,,Test 712
,7,7,128,5,32,1,0,,Test 713
,7,7,128,5,32,1,1,,Test 714
,7,7,128,5,32,2,0,,Test 715
,7,7,128,5,32,2,1,,Test 716
,7,7,128,5,64,1,0,,Test 717
,7,7,128,5,64,1,1,,Test 718
,7,7,128,5,64,2,0,,Test 719
,7,7,128,5,64,2,1,,Test 720
,7,7,128,5,128,1,0,,Test 721
,7,7,128,5,128,1,1,,Test 722
,7,7,128,5,128,2,0,,Test 723
,7,7,128,5,128,2,1,,Test 724
,7,7,128,5,256,1,0,,Test 725
,7,7,128,5,256,1,1,,Test 726
,7,7,128,5,256,2,0,,Test 727
,7,7,128,5,256,2,1,,Test 728
,7,7,128,5,512,1,0,,Test 729
,7,7,128,5,512,1,1,,Test 730
,7,7,128,5,512,2,0,,Test 731
,7,7,128,5,512,2,1,,Test 732
,7,7,128,5,1024,1,0,,Test 733
,7,7,128,5,1024,1,1,,Test 734
,7,7,128,5,1024,2,0,,Test 735
,7,7,128,5,1024,2,1,,Test 736
,7,7,128,7,8,1,0,,Test 737
,7,7,128,7,8,1,1,,Test 738
,7,7,128,7,8,2,0,,Test 739
,7,7,128,7,8,2,1,,Test 740
,7,7,128,7,16,1,0,,Test 741
,7,7,128,7,16,1,1,,Test 742
,7,7,128,7,16,2,0,,Test 743
,7,7,128,7,16,2,1,,Test 744
,7,7,128,7,32,1,0,,Test 745
,7,7,128,7,32,1,1,,Test 746
,7,7,128,7,32,2,0,,Test 747
,7,7,128,7,32,2,1,,Test 748
,7,7,128,7,64,1,0,,Test 749
,7,7,128,7,64,1,1,,Test 750
,7,7,128,7,64,2,0,,Test 751
,7,7,128,7,64,2,1,,Test 752
,7,7,128,7,128,1,0,,Test 753
,7,7,128,7,128,1,1,,Test 754
,7,7,128,7,128,2,0,,Test 755
,7,7,128,7,128,2,1,,Test 756
,7,7,128,7,256,1,0,,Test 757
,7,7,128,7,256,1,1,,Test 758
,7,7,128,7,256,2,0,,Test 759
,7,7,128,7,256,2,1,,Test 760
,7,7,128,7,512,1,0,,Test 761
,7,7,128,7,512,1,1,,Test 762
,7,7,128,7,512,2,0,,Test 763
,7,7,128,7,512,2,1,,Test 764
,7,7,128,7,1024,1,0,,Test 765
,7,7,128,7,1024,1,1,,Test 766
,7,7,128,7,1024,2,0,,Test 767
,7,7,128,7,1024,2,1,,Test 768
,7,7,256,1,8,1,0,,Test 769
,7,7,256,1,8,1,1,,Test 770
,7,7,256,1,8,2,0,,Test 771
,7,7,256,1,8,2,1,,Test 772
,7,7,256,1,16,1,0,,Test 773
,7,7,256,1,16,1,1,,Test 774
,7,7,256,1,16,2,0,,Test 775
,7,7,256,1,16,2,1,,Test 776
,7,7,256,1,32,1,0,,Test 777
,7,7,256,1,32,1,1,,Test 778
,7,7,256,1,32,2,0,,Test 779
,7,7,256,1,32,2,1,,Test 780
,7,7,256,1,64,1,0,,Test 781
,7,7,256,1,64,1,1,,Test 782
,7,7,256,1,64,2,0,,Test 783
,7,7,256,1,64,2,1,,Test 784
,7,7,256,1,128,1,0,,Test 785
,7,7,256,1,128,1,1,,Test 786
,7,7,256,1,128,2,0,,Test 787
,7,7,256,1,128,2,1,,Test 788
,7,7,256,1,256,1,0,,Test 789
,7,7,256,1,256,1,1,,Test 790
,7,7,256,1,256,2,0,,Test 791
,7,7,256,1,256,2,1,,Test 792
,7,7,256,1,512,1,0,,Test 793
,7,7,256,1,512,1,1,,Test 794
,7,7,256,1,512,2,0,,Test 795
,7,7,256,1,512,2,1,,Test 796
,7,7,256,1,1024,1,0,,Test 797
,7,7,256,1,1024,1,1,,Test 798
,7,7,256,1,1024,2,0,,Test 799
,7,7,256,1,1024,2,1,,Test 800
,7,7,256,3,8,1,0,,Test 801
,7,7,256,3,8,1,1,,Test 802
,7,7,256,3,8,2,0,,Test 803
,7,7,256,3,8,2,1,,Test 804
,7,7,256,3,16,1,0,,Test 805
,7,7,256,3,16,1,1,,Test 806
,7,7,256,3,16,2,0,,Test 807
,7,7,256,3,16,2,1,,Test 808
,7,7,256,3,32,1,0,,Test 809
,7,7,256,3,32,1,1,,Test 810
,7,7,256,3,32,2,0,,Test 811
,7,7,256,3,32,2,1,,Test 812
,7,7,256,3,64,1,0,,Test 813
,7,7,256,3,64,1,1,,Test 814
,7,7,256,3,64,2,0,,Test 815
,7,7,256,3,64,2,1,,Test 816
,7,7,256,3,128,1,0,,Test 817
,7,7,256,3,128,1,1,,Test 818
,7,7,256,3,128,2,0,,Test 819
,7,7,256,3,128,2,1,,Test 820
,7,7,256,3,256,1,0,,Test 821
,7,7,256,3,256,1,1,,Test 822
,7,7,256,3,256,2,0,,Test 823
,7,7,256,3,256,2,1,,Test 824
,7,7,256,3,512,1,0,,Test 825
,7,7,256,3,512,1,1,,Test 826
,7,7,256,3,512,2,0,,Test 827
,7,7,256,3,512,2,1,,Test 828
,7,7,256,3,1024,1,0,,Test 829
,7,7,256,3,1024,1,1,,Test 830
,7,7,256,3,1024,2,0,,Test 831
,7,7,256,3,1024,2,1,,Test 832
,7,7,256,5,8,1,0,,Test 833
,7,7,256,5,8,1,1,,Test 834
,7,7,256,5,8,2,0,,Test 835
,7,7,256,5,8,2,1,,Test 836
,7,7,256,5,16,1,0,,Test 837
,7,7,256,5,16,1,1,,Test 838
,7,7,256,5,16,2,0,,Test 839
,7,7,256,5,16,2,1,,Test 840
,7,7,256,5,32,1,0,,Test 841
,7,7,256,5,32,1,1,,Test 842
,7,7,256,5,32,2,0,,Test 843
,7,7,256,5,32,2,1,,Test 844
,7,7,256,5,64,1,0,,Test 845
,7,7,256,5,64,1,1,,Test 846
,7,7,256,5,64,2,0,,Test 847
,7,7,256,5,64,2,1,,Test 848
,7,7,256,5,128,1,0,,Test 849
,7,7,256,5,128,1,1,,Test 850
,7,7,256,5,128,2,0,,Test 851
,7,7,256,5,128,2,1,,Test 852
,7,7,256,5,256,1,0,,Test 853
,7,7,256,5,256,1,1,,Test 854
,7,7,256,5,256,2,0,,Test 855
,7,7,256,5,256,2,1,,Test 856
,7,7,256,5,512,1,0,,Test 857
,7,7,256,5,512,1,1,,Test 858
,7,7,256,5,512,2,0,,Test 859
,7,7,256,5,512,2,1,,Test 860
,7,7,256,5,1024,1,0,,Test 861
,7,7,256,5,1024,1,1,,Test 862
,7,7,256,5,1024,2,0,,Test 863
,7,7,256,5,1024,2,1,,Test 864
,7,7,256,7,8,1,0,,Test 865
,7,7,256,7,8,1,1,,Test 866
,7,7,256,7,8,2,0,,Test 867
,7,7,256,7,8,2,1,,Test 868
,7,7,256,7,16,1,0,,Test 869
,7,7,256,7,16,1,1,,Test 870
,7,7,256,7,16,2,0,,Test 871
,7,7,256,7,16,2,1,,Test 872
,7,7,256,7,32,1,0,,Test 873
,7,7,256,7,32,1,1,,Test 874
,7,7,256,7,32,2,0,,Test 875
,7,7,256,7,32,2,1,,Test 876
,7,7,256,7,64,1,0,,Test 877
,7,7,256,7,64,1,1,,Test 878
,7,7,256,7,64,2,0,,Test 879
,7,7,256,7,64,2,1,,Test 880
,7,7,256,7,128,1,0,,Test 881
,7,7,256,7,128,1,1,,Test 882
,7,7,256,7,128,2,0,,Test 883
,7,7,256,7,128,2,1,,Test 884
,7,7,256,7,256,1,0,,Test 885
,7,7,256,7,256,1,1,,Test 886
,7,7,256,7,256,2,0,,Test 887
,7,7,256,7,256,2,1,,Test 888
,7,7,256,7,512,1,0,,Test 889
,7,7,256,7,512,1,1,,Test 890
,7,7,256,7,512,2,0,,Test 891
,7,7,256,7,512,2,1,,Test 892
,7,7,256,7,1024,1,0,,Test 893
,7,7,256,7,1024,1,1,,Test 894
,7,7,256,7,1024,2,0,,Test 895
,7,7,256,7,1024,2,1,,Test 896
,7,7,512,1,8,1,0,,Test 897
,7,7,512,1,8,1,1,,Test 898
,7,7,512,1,8,2,0,,Test 899
,7,7,512,1,8,2,1,,Test 900
,7,7,512,1,16,1,0,,Test 901
,7,7,512,1,16,1,1,,Test 902
,7,7,512,1,16,2,0,,Test 903
,7,7,512,1,16,2,1,,Test 904
,7,7,512,1,32,1,0,,Test 905
,7,7,512,1,32,1,1,,Test 906
,7,7,512,1,32,2,0,,Test 907
,7,7,512,1,32,2,1,,Test 908
,7,7,512,1,64,1,0,,Test 909
,7,7,512,1,64,1,1,,Test 910
,7,7,512,1,64,2,0,,Test 911
,7,7,512,1,64,2,1,,Test 912
,7,7,512,1,128,1,0,,Test 913
,7,7,512,1,128,1,1,,Test 914
,7,7,512,1,128,2,0,,Test 915
,7,7,512,1,128,2,1,,Test 916
,7,7,512,1,256,1,0,,Test 917
,7,7,512,1,256,1,1,,Test 918
,7,7,512,1,256,2,0,,Test 919
,7,7,512,1,256,2,1,,Test 920
,7,7,512,1,512,1,0,,Test 921
,7,7,512,1,512,1,1,,Test 922
,7,7,512,1,512,2,0,,Test 923
,7,7,512,1,512,2,1,,Test 924
,7,7,512,1,1024,1,0,,Test 925
,7,7,512,1,1024,1,1,,Test 926
,7,7,512,1,1024,2,0,,Test 927
,7,7,512,1,1024,2,1,,Test 928
,7,7,512,3,8,1,0,,Test 929
,7,7,512,3,8,1,1,,Test 930
,7,7,512,3,8,2,0,,Test 931
,7,7,512,3,8,2,1,,Test 932
,7,7,512,3,16,1,0,,Test 933
,7,7,512,3,16,1,1,,Test 934
,7,7,512,3,16,2,0,,Test 935
,7,7,512,3,16,2,1,,Test 936
,7,7,512,3,32,1,0,,Test 937
,7,7,512,3,32,1,1,,Test 938
,7,7,512,3,32,2,0,,Test 939
,7,7,512,3,32,2,1,,Test 940
,7,7,512,3,64,1,0,,Test 941
,7,7,512,3,64,1,1,,Test 942
,7,7,512,3,64,2,0,,Test 943
,7,7,512,3,64,2,1,,Test 944
,7,7,512,3,128,1,0,,Test 945
,7,7,512,3,128,1,1,,Test 946
,7,7,512,3,128,2,0,,Test 947
,7,7,512,3,128,2,1,,Test 948
,7,7,512,3,256,1,0,,Test 949
,7,7,512,3,256,1,1,,Test 950
,7,7,512,3,256,2,0,,Test 951
,7,7,512,3,256,2,1,,Test 952
,7,7,512,3,512,1,0,,Test 953
,7,7,512,3,512,1,1,,Test 954
,7,7,512,3,512,2,0,,Test 955
,7,7,512,3,512,2,1,,Test 956
,7,7,512,3,1024,1,0,,Test 957
,7,7,512,3,1024,1,1,,Test 958
,7,7,512,3,1024,2,0,,Test 959
,7,7,512,3,1024,2,1,,Test 960
,7,7,512,5,8,1,0,,Test 961
,7,7,512,5,8,1,1,,Test 962
,7,7,512,5,8,2,0,,Test 963
,7,7,512,5,8,2,1,,Test 964
,7,7,512,5,16,1,0,,Test 965
,7,7,512,5,16,1,1,,Test 966
,7,7,512,5,16,2,0,,Test 967
,7,7,512,5,16,2,1,,Test 968
,7,7,512,5,32,1,0,,Test 969
,7,7,512,5,32,1,1,,Test 970
,7,7,512,5,32,2,0,,Test 971
,7,7,512,5,32,2,1,,Test 972
,7,7,512,5,64,1,0,,Test 973
,7,7,512,5,64,1,1,,Test 974
,7,7,512,5,64,2,0,,Test 975
,7,7,512,5,64,2,1,,Test 976
,7,7,512,5,128,1,0,,Test 977
,7,7,512,5,128,1,1,,Test 978
,7,7,512,5,128,2,0,,Test 979
,7,7,512,5,128,2,1,,Test 980
,7,7,512,5,256,1,0,,Test 981
,7,7,512,5,256,1,1,,Test 982
,7,7,512,5,256,2,0,,Test 983
,7,7,512,5,256,2,1,,Test 984
,7,7,512,5,512,1,0,,Test 985
,7,7,512,5,512,1,1,,Test 986
,7,7,512,5,512,2,0,,Test 987
,7,7,512,5,512,2,1,,Test 988
,7,7,512,5,1024,1,0,,Test 989
,7,7,512,5,1024,1,1,,Test 990
,7,7,512,5,1024,2,0,,Test 991
,7,7,512,5,1024,2,1,,Test 992
,7,7,512,7,8,1,0,,Test 993
,7,7,512,7,8,1,1,,Test 994
,7,7,512,7,8,2,0,,Test 995
,7,7,512,7,8,2,1,,Test 996
,7,7,512,7,16,1,0,,Test 997
,7,7,512,7,16,1,1,,Test 998
,7,7,512,7,16,2,0,,Test 999
,7,7,512,7,16,2,1,,Test 1000
,7,7,512,7,32,1,0,,Test 1001
,7,7,512,7,32,1,1,,Test 1002
,7,7,512,7,32,2,0,,Test 1003
,7,7,512,7,32,2,1,,Test 1004
,7,7,512,7,64,1,0,,Test 1005
,7,7,512,7,64,1,1,,Test 1006
,7,7,512,7,64,2,0,,Test 1007
,7,7,512,7,64,2,1,,Test 1008
,7,7,512,7,128,1,0,,Test 1009
,7,7,512,7,128,1,1,,Test 1010
,7,7,512,7,128,2,0,,Test 1011
,7,7,512,7,128,2,1,,Test 1012
,7,7,512,7,256,1,0,,Test 1013
,7,7,512,7,256,1,1,,Test 1014
,7,7,512,7,256,2,0,,Test 1015
,7,7,512,7,256,2,1,,Test 1016
,7,7,512,7,512,1,0,,Test 1017
,7,7,512,7,512,1,1,,Test 1018
,7,7,512,7,512,2,0,,Test 1019
,7,7,512,7,512,2,1,,Test 1020
,7,7,512,7,1024,1,0,,Test 1021
,7,7,512,7,1024,1,1,,Test 1022
,7,7,512,7,1024,2,0,,Test 1023
,7,7,512,7,1024,2,1,,Test 1024
,7,7,1024,1,8,1,0,,Test 1025
,7,7,1024,1,8,1,1,,Test 1026
,7,7,1024,1,8,2,0,,Test 1027
,7,7,1024,1,8,2,1,,Test 1028
,7,7,1024,1,16,1,0,,Test 1029
,7,7,1024,1,16,1,1,,Test 1030
,7,7,1024,1,16,2,0,,Test 1031
,7,7,1024,1,16,2,1,,Test 1032
,7,7,1024,1,32,1,0,,Test 1033
,7,7,1024,1,32,1,1,,Test 1034
,7,7,1024,1,32,2,0,,Test 1035
,7,7,1024,1,32,2,1,,Test 1036
,7,7,1024,1,64,1,0,,Test 1037
,7,7,1024,1,64,1,1,,Test 1038
,7,7,1024,1,64,2,0,,Test 1039
,7,7,1024,1,64,2,1,,Test 1040
,7,7,1024,1,128,1,0,,Test 1041
,7,7,1024,1,128,1,1,,Test 1042
,7,7,1024,1,128,2,0,,Test 1043
,7,7,1024,1,128,2,1,,Test 1044
,7,7,1024,1,256,1,0,,Test 1045
,7,7,1024,1,256,1,1,,Test 1046
,7,7,1024,1,256,2,0,,Test 1047
,7,7,1024,1,256,2,1,,Test 1048
,7,7,1024,1,512,1,0,,Test 1049
,7,7,1024,1,512,1,1,,Test 1050
,7,7,1024,1,512,2,0,,Test 1051
,7,7,1024,1,512,2,1,,Test 1052
,7,7,1024,1,1024,1,0,,Test 1053
,7,7,1024,1,1024,1,1,,Test 1054
,7,7,1024,1,1024,2,0,,Test 1055
,7,7,1024,1,1024,2,1,,Test 1056
,7,7,1024,3,8,1,0,,Test 1057
,7,7,1024,3,8,1,1,,Test 1058
,7,7,1024,3,8,2,0,,Test 1059
,7,7,1024,3,8,2,1,,Test 1060
,7,7,1024,3,16,1,0,,Test 1061
,7,7,1024,3,16,1,1,,Test 1062
,7,7,1024,3,16,2,0,,Test 1063
,7,7,1024,3,16,2,1,,Test 1064
,7,7,1024,3,32,1,0,,Test 1065
,7,7,1024,3,32,1,1,,Test 1066
,7,7,1024,3,32,2,0,,Test 1067
,7,7,1024,3,32,2,1,,Test 1068
,7,7,1024,3,64,1,0,,Test 1069
,7,7,1024,3,64,1,1,,Test 1070
,7,7,1024,3,64,2,0,,Test 1071
,7,7,1024,3,64,2,1,,Test 1072
,7,7,1024,3,128,1,0,,Test 1073
,7,7,1024,3,128,1,1,,Test 1074
,7,7,1024,3,128,2,0,,Test 1075
,7,7,1024,3,128,2,1,,Test 1076
,7,7,1024,3,256,1,0,,Test 1077
,7,7,1024,3,256,1,1,,Test 1078
,7,7,1024,3,256,2,0,,Test 1079
,7,7,1024,3,256,2,1,,Test 1080
,7,7,1024,3,512,1,0,,Test 1081
,7,7,1024,3,512,1,1,,Test 1082
,7,7,1024,3,512,2,0,,Test 1083
,7,7,1024,3,512,2,1,,Test 1084
,7,7,1024,3,1024,1,0,,Test 1085
,7,7,1024,3,1024,1,1,,Test 1086
,7,7,1024,3,1024,2,0,,Test 1087
,7,7,1024,3,1024,2,1,,Test 1088
,7,7,1024,5,8,1,0,,Test 1089
,7,7,1024,5,8,1,1,,Test 1090
,7,7,1024,5,8,2,0,,Test 1091
,7,7,1024,5,8,2,1,,Test 1092
,7,7,1024,5,16,1,0,,Test 1093
,7,7,1024,5,16,1,1,,Test 1094
,7,7,1024,5,16,2,0,,Test 1095
,7,7,1024,5,16,2,1,,Test 1096
,7,7,1024,5,32,1,0,,Test 1097
,7,7,1024,5,32,1,1,,Test 1098
,7,7,1024,5,32,2,0,,Test 1099
,7,7,1024,5,32,2,1,,Test 1100
,7,7,1024,5,64,1,0,,Test 1101
,7,7,1024,5,64,1,1,,Test 1102
,7,7,1024,5,64,2,0,,Test 1103
,7,7,1024,5,64,2,1,,Test 1104
,7,7,1024,5,128,1,0,,Test 1105
,7,7,1024,5,128,1,1,,Test 1106
,7,7,1024,5,128,2,0,,Test 1107
,7,7,1024,5,128,2,1,,Test 1108
,7,7,1024,5,256,1,0,,Test 1109
,7,7,1024,5,256,1,1,,Test 1110
,7,7,1024,5,256,2,0,,Test 1111
,7,7,1024,5,256,2,1,,Test 1112
,7,7,1024,5,512,1,0,,Test 1113
,7,7,1024,5,512,1,1,,Test 1114
,7,7,1024,5,512,2,0,,Test 1115
,7,7,1024,5,512,2,1,,Test 1116
,7,7,1024,5,1024,1,0,,Test 1117
,7,7,1024,5,1024,1,1,,Test 1118
,7,7,1024,5,1024,2,0,,Test 1119
,7,7,1024,5,1024,2,1,,Test 1120
,7,7,1024,7,8,1,0,,Test 1121
,7,7,1024,7,8,1,1,,Test 1122
,7,7,1024,7,8,2,0,,Test 1123
,7,7,1024,7,8,2,1,,Test 1124
,7,7,1024,7,16,1,0,,Test 1125
,7,7,1024,7,16,1,1,,Test 1126
,7,7,1024,7,16,2,0,,Test 1127
,7,7,1024,7,16,2,1,,Test 1128
,7,7,1024,7,32,1,0,,Test 1129
,7,7,1024,7,32,1,1,,Test 1130
,7,7,1024,7,32,2,0,,Test 1131
,7,7,1024,7,32,2,1,,Test 1132
,7,7,1024,7,64,1,0,,Test 1133
,7,7,1024,7,64,1,1,,Test 1134
,7,7,1024,7,64,2,0,,Test 1135
,7,7,1024,7,64,2,1,,Test 1136
,7,7,1024,7,128,1,0,,Test 1137
,7,7,1024,7,128,1,1,,Test 1138
,7,7,1024,7,128,2,0,,Test 1139
,7,7,1024,7,128,2,1,,Test 1140
,7,7,1024,7,256,1,0,,Test 1141
,7,7,1024,7,256,1,1,,Test 1142
,7,7,1024,7,256,2,0,,Test 1143
,7,7,1024,7,256,2,1,,Test 1144
,7,7,1024,7,512,1,0,,Test 1145
,7,7,1024,7,512,1,1,,Test 1146
,7,7,1024,7,512,2,0,,Test 1147
,7,7,1024,7,512,2,1,,Test 1148
,7,7,1024,7,1024,1,0,,Test 1149
,7,7,1024,7,1024,1,1,,Test 1150
,7,7,1024,7,1024,2,0,,Test 1151
,7,7,1024,7,1024,2,1,,Test 1152
,16,16,3,1,8,1,0,,Test 1153
,16,16,3,1,8,1,1,,Test 1154
,16,16,3,1,8,2,0,,Test 1155
,16,16,3,1,8,2,1,,Test 1156
,16,16,3,1,16,1,0,,Test 1157
,16,16,3,1,16,1,1,,Test 1158
,16,16,3,1,16,2,0,,Test 1159
,16,16,3,1,16,2,1,,Test 1160
,16,16,3,1,32,1,0,,Test 1161
,16,16,3,1,32,1,1,,Test 1162
,16,16,3,1,32,2,0,,Test 1163
,16,16,3,1,32,2,1,,Test 1164
,16,16,3,1,64,1,0,,Test 1165
,16,16,3,1,64,1,1,,Test 1166
,16,16,3,1,64,2,0,,Test 1167
,16,16,3,1,64,2,1,,Test 1168
,16,16,3,1,128,1,0,,Test 1169
,16,16,3,1,128,1,1,,Test 1170
,16,16,3,1,128,2,0,,Test 1171
,16,16,3,1,128,2,1,,Test 1172
,16,16,3,1,256,1,0,,Test 1173
,16,16,3,1,256,1,1,,Test 1174
,16,16,3,1,256,2,0,,Test 1175
,16,16,3,1,256,2,1,,Test 1176
,16,16,3,1,512,1,0,,Test 1177
,16,16,3,1,512,1,1,,Test 1178
,16,16,3,1,512,2,0,,Test 1179
,16,16,3,1,512,2,1,,Test 1180
,16,16,3,1,1024,1,0,,Test 1181
,16,16,3,1,1024,1,1,,Test 1182
,16,16,3,1,1024,2,0,,Test 1183
,16,16,3,1,1024,2,1,,Test 1184
,16,16,3,3,8,1,0,,Test 1185
,16,16,3,3,8,1,1,,Test 1186
,16,16,3,3,8,2,0,,Test 1187
,16,16,3,3,8,2,1,,Test 1188
,16,16,3,3,16,1,0,,Test 1189
,16,16,3,3,16,1,1,,Test 1190
,16,16,3,3,16,2,0,,Test 1191
,16,16,3,3,16,2,1,,Test 1192
,16,16,3,3,32,1,0,,Test 1193
,16,16,3,3,32,1,1,,Test 1194
,16,16,3,3,32,2,0,,Test 1195
,16,16,3,3,32,2,1,,Test 1196
,16,16,3,3,64,1,0,,Test 1197
,16,16,3,3,64,1,1,,Test 1198
,16,16,3,3,64,2,0,,Test 1199
,16,16,3,3,64,2,1,,Test 1200
,16,16,3,3,128,1,0,,Test 1201
,16,16,3,3,128,1,1,,Test 1202
,16,16,3,3,128,2,0,,Test 1203
,16,16,3,3,128,2,1,,Test 1204
,16,16,3,3,256,1,0,,Test 1205
,16,16,3,3,256,1,1,,Test 1206
,16,16,3,3,256,2,0,,Test 1207
,16,16,3,3,256,2,1,,Test 1208
,16,16,3,3,512,1,0,,Test 1209
,16,16,3,3,512,1,1,,Test 1210
,16,16,3,3,512,2,0,,Test 1211
,16,16,3,3,512,2,1,,Test 1212
,16,16,3,3,1024,1,0,,Test 1213
,16,16,3,3,1024,1,1,,Test 1214
,16,16,3,3,1024,2,0,,Test 1215
,16,16,3,3,1024,2,1,,Test 1216
,16,16,3,5,8,1,0,,Test 1217
,16,16,3,5,8,1,1,,Test 1218
,16,16,3,5,8,2,0,,Test 1219
,16,16,3,5,8,2,1,,Test 1220
,16,16,3,5,16,1,0,,Test 1221
,16,16,3,5,16,1,1,,Test 1222
,16,16,3,5,16,2,0,,Test 1223
,16,16,3,5,16,2,1,,Test 1224
,16,16,3,5,32,1,0,,Test 1225
,16,16,3,5,32,1,1,,Test 1226
,16,16,3,5,32,2,0,,Test 1227
,16,16,3,5,32,2,1,,Test 1228
,16,16,3,5,64,1,0,,Test 1229
,16,16,3,5,64,1,1,,Test 1230
,16,16,3,5,64,2,0,,Test 1231
,16,16,3,5,64,2,1,,Test 1232
,16,16,3,5,128,1,0,,Test 1233
,16,16,3,5,128,1,1,,Test 1234
,16,16,3,5,128,2,0,,Test 1235
,16,16,3,5,128,2,1,,Test 1236
,16,16,3,5,256,1,0,,Test 1237
,16,16,3,5,256,1,1,,Test 1238
,16,16,3,5,256,2,0,,Test 1239
,16,16,3,5,256,2,1,,Test 1240
,16,16,3,5,512,1,0,,Test 1241
,16,16,3,5,512,1,1,,Test 1242
,16,16,3,5,512,2,0,,Test 1243
,16,16,3,5,512,2,1,,Test 1244
,16,16,3,5,1024,1,0,,Test 1245
,16,16,3,5,1024,1,1,,Test 1246
,16,16,3,5,1024,2,0,,Test 1247
,16,16,3,5,1024,2,1,,Test 1248
,16,16,3,7,8,1,0,,Test 1249
,16,16,3,7,8,1,1,,Test 1250
,16,16,3,7,8,2,0,,Test 1251
,16,16,3,7,8,2,1,,Test 1252
,16,16,3,7,16,1,0,,Test 1253
,16,16,3,7,16,1,1,,Test 1254
,16,16,3,7,16,2,0,,Test 1255
,16,16,3,7,16,2,1,,Test 1256
,16,16,3,7,32,1,0,,Test 1257
,16,16,3,7,32,1,1,,Test 1258
,16,16,3,7,32,2,0,,Test 1259
,16,16,3,7,32,2,1,,Test 1260
,16,16,3,7,64,1,0,,Test 1261
,16,16,3,7,64,1,1,,Test 1262
,16,16,3,7,64,2,0,,Test 1263
,16,16,3,7,64,2,1,,Test 1264
,16,16,3,7,128,1,0,,Test 1265
,16,16,3,7,128,1,1,,Test 1266
,16,16,3,7,128,2,0,,Test 1267
,16,16,3,7,128,2,1,,Test 1268
,16,16,3,7,256,1,0,,Test 1269
,16,16,3,7,256,1,1,,Test 1270
,16,16,3,7,256,2,0,,Test 1271
,16,16,3,7,256,2,1,,Test 1272
,16,16,3,7,512,1,0,,Test 1273
,16,16,3,7,512,1,1,,Test 1274
,16,16,3,7,512,2,0,,Test 1275
,16,16,3,7,512,2,1,,Test 1276
,16,16,3,7,1024,1,0,,Test 1277
,16,16,3,7,1024,1,1,,Test 1278
,16,16,3,7,1024,2,0,,Test 1279
,16,16,3,7,1024,2,1,,Test 1280
,16,16,8,1,8,1,0,,Test 1281
,16,16,8,1,8,1,1,,Test 1282
,16,16,8,1,8,2,0,,Test 1283
,16,16,8,1,8,2,1,,Test 1284
,16,16,8,1,16,1,0,,Test 1285
,16,16,8,1,16,1,1,,Test 1286
,16,16,8,1,16,2,0,,Test 1287
,16,16,8,1,16,2,1,,Test 1288
,16,16,8,1,32,1,0,,Test 1289
,16,16,8,1,32,1,1,,Test 1290
,16,16,8,1,32,2,0,,Test 1291
,16,16,8,1,32,2,1,,Test 1292
,16,16,8,1,64,1,0,,Test 1293
,16,16,8,1,64,1,1,,Test 1294
,16,16,8,1,64,2,0,,Test 1295
,16,16,8,1,64,2,1,,Test 1296
,16,16,8,1,128,1,0,,Test 1297
,16,16,8,1,128,1,1,,Test 1298
